radius,replicates,mean_error,minimum_error,maximum_error,numerical_zero_count,analytic_box_supremum
0,1000,0.0,0.0,0.0,1000,0
0.0001,1000,9.453644882804314e-05,1.432444913795905e-07,0.0003406832013479466,0,0.0004
0.001,1000,0.0009598989019721661,1.076859636572891e-06,0.003231876381272314,0,0.004
0.01,1000,0.009699688762173442,1.9734943486837686e-05,0.03419586735054203,0,0.04
0.1,1000,0.09029502024465037,0.00019273335939440361,0.3194403528675246,0,0.4
